transformed_feature,importance
categorical__order_id_107,0.0
categorical__order_id_106,0.0
categorical__order_id_105,0.0
categorical__order_id_103,0.0
categorical__order_id_102,0.0
categorical__order_id_100,0.0
categorical__order_id_134,0.0
categorical__order_id_136,0.0
categorical__order_id_17,0.0
categorical__order_id_150,0.0
categorical__order_id_165,0.0
categorical__order_id_164,0.0
categorical__order_id_160,0.0
categorical__order_id_16,0.0
categorical__order_id_158,0.0
categorical__order_id_157,0.0
categorical__order_id_154,0.0
categorical__order_id_153,0.0
categorical__order_id_152,0.0
categorical__order_id_149,0.0
categorical__order_id_138,0.0
categorical__order_id_148,0.0
categorical__order_id_147,0.0
categorical__order_id_146,0.0
categorical__order_id_145,0.0
categorical__order_id_143,0.0
categorical__order_id_142,0.0
categorical__order_id_141,0.0
categorical__order_id_140,0.0
categorical__order_id_139,0.0
categorical__order_id_67,0.0
categorical__order_id_69,0.0
categorical__product_name_UrbanSport Running Shoes v2,0.0
categorical__order_id_70,0.0
categorical__product_name_AthletX Sport Backpack v3,0.0
categorical__product_name_AthletX Running Shoes v3,0.0
categorical__product_name_AthletX Resistance Bands v2,0.0
categorical__product_id_98,0.0
categorical__product_id_96,0.0
categorical__product_id_92,0.0
categorical__product_id_90,0.0
categorical__product_id_87,0.0
categorical__product_id_86,0.0
categorical__product_id_80,0.0
categorical__order_id_10,0.0
categorical__product_id_63,0.0
categorical__product_id_60,0.0
categorical__product_id_56,0.0
categorical__product_id_55,0.0
categorical__product_id_54,0.0
categorical__product_id_43,0.0
categorical__product_id_42,0.0
categorical__product_id_4,0.0
categorical__product_id_37,0.0
categorical__product_id_36,0.0
categorical__product_name_AthletX Track Jacket v2,0.0
categorical__product_name_CoreFit Football Jersey v1,0.0
categorical__product_name_CoreFit Headband v5,0.0
categorical__product_name_SpeedMax Sport Socks v5,0.0
categorical__product_name_UrbanSport Performance T-Shirt v3,0.0
categorical__product_name_UrbanSport Jump Rope v3,0.0
categorical__product_name_UrbanSport Cap v2,0.0
categorical__product_name_SportRetail Pro Training Gloves v3,0.0
categorical__product_name_SportRetail Pro Training Gloves v1,0.0
categorical__product_name_SportRetail Pro Tennis Shoes v5,0.0
categorical__product_name_SportRetail Pro Foam Roller v1,0.0
categorical__product_name_SpeedMax Yoga Mat v1,0.0
categorical__product_name_SpeedMax Training Shorts v2,0.0
categorical__product_name_SpeedMax Sport Socks v1,0.0
categorical__product_name_CoreFit Sport Socks v2,0.0
categorical__product_name_SpeedMax Football Jersey v4,0.0
categorical__product_name_SpeedMax Football Boots v1,0.0
categorical__product_name_SpeedMax Cap v3,0.0
categorical__product_name_SpeedMax Agility Ladder v5,0.0
categorical__product_name_PowerEdge Yoga Mat v3,0.0
categorical__product_name_PowerEdge Sports Bra v5,0.0
categorical__product_name_PowerEdge Football Jersey v5,0.0
categorical__product_name_CoreFit Track Jacket v3,0.0
categorical__product_name_CoreFit Sports Bra v1,0.0
categorical__product_id_33,0.0
categorical__product_id_30,0.0
categorical__product_id_3,0.0
categorical__order_id_92,0.0
categorical__user_id_29,0.0
categorical__user_id_16,0.0
categorical__user_id_13,0.0
categorical__user_id_10,0.0
categorical__order_id_99,0.0
categorical__order_id_98,0.0
categorical__order_id_97,0.0
categorical__order_id_96,0.0
categorical__order_id_93,0.0
categorical__order_id_87,0.0
categorical__user_id_37,0.0
categorical__order_id_85,0.0
categorical__order_id_83,0.0
categorical__order_id_82,0.0
categorical__order_id_81,0.0
categorical__order_id_79,0.0
categorical__order_id_77,0.0
categorical__order_id_74,0.0
categorical__order_id_73,0.0
categorical__order_id_72,0.0
categorical__user_id_3,0.0
categorical__user_id_44,0.0
categorical__product_id_21,0.0
categorical__user_id_88,0.0
categorical__product_id_2,0.0
categorical__product_id_120,0.0
categorical__product_id_117,0.0
categorical__product_id_113,0.0
categorical__product_id_111,0.0
categorical__product_id_110,0.0
categorical__product_id_101,0.0
categorical__user_id_90,0.0
categorical__user_id_9,0.0
categorical__user_id_78,0.0
categorical__user_id_45,0.0
categorical__user_id_72,0.0
categorical__user_id_71,0.0
categorical__user_id_70,0.0
categorical__user_id_7,0.0
categorical__user_id_69,0.0
categorical__user_id_68,0.0
categorical__user_id_56,0.0
categorical__user_id_52,0.0
categorical__user_id_46,0.0
numeric__price_difference_pct,0.0
